7656,,,
city,latitude,longitude,address
Eugene Oregon 97401,44.0521,-123.092344,7th - Washington - Eugene
Eugene Oregon 97401,44.0521,-123.092344,Eugene
Eugene Oregon 97401,44.06529,-123.082619,Pearl - E. Broadway - Eugene
Eugene Oregon 97401,44.06529,-123.082619,Safeway-Eugene #420
Eugene Oregon 97401,44.06529,-123.082619,Safeway-Eugene #4288
Eugene Oregon 97401,44.068456,-123.104427,Valley River Center
Eugene Oregon 974016109,36.244171,-93.121399,Albertsons-Eugene #572
Eugene Oregon 97402,44.052637,-123.279544,Fred Meyer-Eugene #417
Eugene Oregon 97402,44.06376,-123.173639,Albertsons-Eugene #507
Eugene Oregon 97402,44.06376,-123.173639,Albertsons-Eugene #513
Eugene Oregon 97403,44.032173,-123.08036,13th - Alder
Eugene Oregon 97408,44.095444,-123.096966,Delta - Green Acres
Euless Texas 76039,32.837813,-97.089415,Hwy. 183 - Hwy. 157
Euless Texas 76039,32.85904,-97.084379,Super Target Euless ST-1368
Eureka California 95501,40.79281,-124.157074,5th - E Street - Eureka
Eureka California 95501,40.79281,-124.157074,Myrtle - West - Eureka
Eureka California 95501,40.79281,-124.157074,Target Eureka T-1421
Evans Georgia 30809,33.5553,-82.147022,Target Evans T-2027
Evanston Illinois 60102,42.162871,-88.309761,Dominick's-Green Bay Road #1137
Evanston Illinois 60201,42.056655,-87.686589,Evanston
Evanston Illinois 60201,42.057275,-87.700175,Evanston-Crawford - Central
Evanston Illinois 60201,42.064255,-87.693009,Central
Evanston Illinois 60202,42.03053,-87.678689,Chicago - Main
Evanston Illinois 60202,42.030825,-87.688009,Evanston-Main - McCormick
Evanston Illinois 60202,42.030825,-87.688009,Target Evanston T-927
Evanston Illinois 60202,42.041085,-87.701584,Dempster - Chicago
Evansville Indiana 47708,37.973662,-87.572805,Casino Aztar - Pavilion
Evansville Indiana 47710,38.0075,-87.576684,1st St - W Mill Rd
Evansville Indiana 47712,37.976911,-87.564125,Lloyd Expy - Red Bank
Evansville Indiana 47715,37.923903,-87.481807,Lloyd Expwy - Green River Rd
Evansville Indiana 47715,37.976865,-87.450764,SR 66 - Burkhardt
Everett Washington 98201,47.965195,-122.200996,37th - Broadway
Everett Washington 98201,47.976575,-122.206419,Broadway Relocation
Everett Washington 98201,47.976575,-122.206419,Downtown Everett
Everett Washington 98201,47.98199,-122.209254,Safeway-Everett #1484
Everett Washington 98203,47.929559,-122.241003,Evergreen Way - 75th
Everett Washington 98203,47.94404,-122.224389,Albertsons-Everett #478
Everett Washington 98203,47.94404,-122.224389,Safeway-Everett #517
Everett Washington 98203,47.953654,-122.26955,Claremont Village (QFC)
Everett Washington 98204,47.90428,-122.253489,Lake Stevens
Everett Washington 98204,47.90428,-122.253489,Puget Park
Everett Washington 98208,47.893951,-122.19576,Greentree Plaza
Everett Washington 98208,47.893951,-122.19576,Top Foods - Everett
Everett Washington 98208,47.976575,-122.206419,Murphys Corner Frd Myr
Evergreen Colorado 80439,39.647228,-105.355009,Albertsons-Evergreen #815
Evergreen Park Illinois 60642,41.734989,-87.713194,Evergreen Park-87th - Kedzie
Evesham New Jersey 08053,39.88532,-74.878884,Marlton
Exton Pennsylvania 19341,40.029654,-75.624687,Exton Square Mall
Fair Oaks California 95628,38.643035,-121.270154,Madison - Dewey - Fair Oaks
Fair Oaks California 95628,38.65565,-121.259575,Madison - Kenneth - Fair Oaks
Fair Oaks California 95628,38.65565,-121.259575,Sunrise - Madison - Fair Oaks
Fair Oaks California 95628,38.66815,-121.262154,Safeway-Fair Oaks #1895
Fairfax City Virginia 22030,38.841574,-77.308132,Fairfax City
Fairfax Virginia 22030,38.841574,-77.308132,Lee Plaza
Fairfax Virginia 22031,38.86432,-77.277254,Safeway-Fairfax #2616
Fairfax Virginia 22031,38.87359,-77.234719,Pan Am Shopping Center
Fairfax Virginia 22033,38.86348,-77.362689,Fair Oaks Mall
Fairfax Virginia 22033,38.869302,-77.349688,Fairlakes
Fairfax Virginia 22033,38.869302,-77.349688,Greenbriar
Fairfax Virginia 22033,38.8734,-77.383845,Safeway-Fairfax #1431
Fairfield California 94533,38.264995,-122.004929,N. Texas - Dickson Hill - Fairfield
Fairfield California 94533,38.264995,-122.004929,Solano Mall - Fairfield
Fairfield California 94533,38.264995,-122.004929,Texas - Jefferson - Fairfield
Fairfield California 94533,38.27132,-122.024924,N. Texas - Travis - Fairfield
Fairfield California 94533,38.27132,-122.024924,Travis - Oliver - Fairfield
Fairfield California 94534,38.2492,-122.043884,Pittman - Central - Fairfield
Fairfield California 94534,38.257375,-122.160169,Green Valley Crossing - Fairfield
Fairfield Ohio 45011,39.40054,-84.506939,Target Fairfield T-1946
Fairfield Ohio 45014,39.32684,-84.550969,Dixie Hwy - Symmes
Fairport New York 14450,43.10106,-77.441914,Perinton Square  COB
Falcon Colorado 80831,38.968154,-104.571791,Safeway-Falcon #1644
Fallbrook California 92028,33.36788,-117.217509,Albertsons-Fallbrook #6786
Falls Church Virginia 22041,38.84896,-77.139999,Safeway-Falls Church #1462
Falls Church Virginia 22041,38.84896,-77.139999,Skyline (Baileys Crossroads)
Falls Church Virginia 22041,38.850345,-77.129859,Barcroft Plaza
Falls Church Virginia 22042,38.86643,-77.19347,Merrifield
Falls Church Virginia 22044,38.870051,-77.152843,Seven Corners
Falls Church Virginia 22046,38.88549,-77.173624,Broaddale
Falls Church Virginia 22046,38.893315,-77.185104,Falls Plaza
Falls Church Virginia 22243,38.890511,-77.086291,Idylwood Plaza
Falmouth Massachusetts 02540,41.54675,-70.600265,Falmouth
Fargo North Dakota 58103,46.855605,-96.791224,Fargo-University - 16th
Fargo North Dakota 58103,46.85681,-96.817937,Fargo-32nd - 25th
Fargo North Dakota 58103,46.85681,-96.817937,Target Fargo T-61
Faribault Minnesota 55021,44.294696,-93.275384,Faribault-Grant - Western
Farmers Branch Texas 75234,32.94419,-96.857434,Spring Valley - Midway
Farmers Branch Texas 75244,32.925042,-96.83696,The Great Indoors-Dallas
Farmingdale New York 11735,40.721985,-73.425119,Farmingdale
Farmingdale New York 11735,40.72606,-73.436817,Target Farmingdal T-1866
Farmington Connecticut 06032,41.736945,-72.841469,Rte 4  Farmington
Farmington Hills Michigan 48334,42.498819,-83.373414,Orchard - 12 Plaza
Farmington Michigan 48336,42.441417,-83.375378,DT Farmington
Farmington New Mexico 87401,36.74374,-108.179784,Safeway-Farmington #2004
Fayetteville Georgia 30214,33.42874,-84.458344,Hwy 85 - Hwy 92
Fayetteville Georgia 30214,33.443035,-84.544029,Fayetteville
Fayetteville New York 13066,43.029856,-76.005251,Fayetteville  Syracuse
Fayetteville North Carolina 28303,35.071913,-78.963833,Cross Creek
Fayetteville North Carolina 283035465,33.464886,-84.449684,Harris Teeter-Fayetteville #25
Fayetteville North Carolina 28314,35.05827,-79.015109,Target Fayetteville T-755
Feasterville Pennsylvania 19053,40.155265,-74.991951,Feasterville
Federal Heights Colorado 80260,39.86815,-105.008374,Safeway-Federal Hieghts #1635
Federal Way Washington 98003,47.313995,-122.312969,Albertsons-Federal Way #496
Federal Way Washington 98003,47.313995,-122.312969,Safeway-Federal Way #1555
Federal Way Washington 98003,47.313995,-122.312969,Sea Tac Mall
Federal Way Washington 98003,47.313995,-122.312969,Target Federal Way T-1947
Federal Way Washington 98003,47.313995,-122.312969,Top Foods - Federal Way
Federal Way Washington 98023,47.29731,-122.382399,340th and Hoyt
Federal Way Washington 98023,47.321438,-122.358528,Dash Point
Federal Way Washington 98032,47.380285,-122.237419,Twin Lakes Fred Meyer
Fenton Missouri 63026,38.46951,-90.431314,Hwy. 141 - Gravois
Ferndale Washington 98248,48.847563,-122.593513,Ferndale Haggens
Fife Washington 98424,47.23447,-122.350349,Pacific Highway - Willow St-Fife
Filmore California 930151925,34.399101,-118.918327,Highway 126 - A Street. Fillmore
Firestone Colorado 80504,40.117135,-104.980379,Firestone-I-25 - Hwy 119
Firestone Colorado 80520,40.11318,-104.934299,King Soopers-Firestone #105
Firestone Colorado 80520,40.11318,-104.934299,Safeway-Firestone #1828
Fishers Indiana 46038,39.95063,-86.012254,I-69 - 116th
Fishers Indiana 46038,39.9582,-86.017089,Pine Creek Shoppes
Fishers Indiana 46038,39.966918,-86.016133,Super Target Fishers ST-1350
Fishers Indiana 460381727,39.958221,-86.017082,116th - Allisonville
Fitchburg Wisconsin 53711,43.0317,-89.445889,Fitchburg
Flagstaff Arizona 86001,35.193551,-111.74037,Highway 66 - Switzer Canyon  Flagst
Flagstaff Arizona 86001,35.27578,-111.722575,Safeway - Flagstaff #2028
Flagstaff Arizona 86001,35.27578,-111.722575,Target Flagstaff T-935
Fletcher North Carolina 28732,35.431654,-82.50247,Ingles-Fletcher #43
Flint Michigan 48506,43.01874,-83.634889,Flint  Court and Center
Flint Michigan 485071185,43.047668,-83.66407,Marshall Fields-Genessee Mall
Flint Michigan 48531,43.010742,-83.686016,Flint  Miller Road
Florence Indiana 470209402,38.781235,-84.939499,Belterra Casino Resort
Florence Oregon 97439,43.99776,-124.09908,Safeway - Florence #363
Florham Park New Jersey 079321314,40.7841,-74.396812,Florham Park
Flourtown Pennsylvania 19031,40.109951,-75.21124,Genuardis-Flourtown #3012
Flourtown Pennsylvania 19031,40.113004,-75.209145,Flourtown
Flower Mound Texas 75028,33.00989,-97.038369,FM 3040 - FM 2499 (BB)
Flower Mound Texas 75028,33.012706,-97.047404,Kroger-Flower Mound #456
Flower Mound Texas 75028,33.03562,-97.059855,Super Target Flower Mound ST-1517
Flower Mound Texas 75028,33.039875,-97.048244,Cross Timbers - Garden Ridge
Flower Mound Texas 75028,33.071453,-97.056384,FM 407 - Morris Rd.
Flowood Mississippi 39208,32.268261,-90.093274,Target Flowood T-1920
Flushing New York 11356,40.78607,-73.843879,Target Flushing T-1150
Flushing New York 11371,40.772126,-73.871799,LGA - Delta Flight Ctr-Delta Term
Flushing New York 11372,40.75087,-73.883565,Flushing - Main Street
Folsom California 95360,37.318332,-121.030299,Safeway-Folsom #1794
Folsom California 95630,38.67009,-121.148089,Bidwell - Broadstone - Folsom2
Folsom California 95630,38.67009,-121.148089,Greenback - Madison - Folsom
Folsom California 95630,38.67009,-121.148089,Prairie City - Iron Point - Folsom
Folsom California 95630,38.673422,-121.147775,Blue Ravine - Folsom
Folsom California 95630,38.68155,-121.163264,E. Bidwell - Glen - Folsom
Folsom California 95630,38.709396,-121.186087,Oak - American River Canyon - Folso
Fontana California 92335,34.08794,-117.464149,Target-Fontana T-660
Fontana California 92336,34.129145,-117.464239,Target Fontana North T-1958
Fontana California 92336,34.129145,-117.464239,Vons-Fontana #1742
Fontana California 923365467,34.144993,-117.485191,Baseline - I-15  Fontana
Fontana California 923365489,34.144993,-117.485191,Summit - I-15  Fontana
Fontana California 923377529,34.048389,-117.434479,Sierra - Jurupa  Fontana
Foothill Ranch California 926101712,33.679039,-117.663689,Target Foothill Ranch T-913
Forest Grove Oregon 97116,45.53157,-123.120939,Safeway-Forest Grove #406
Forest Hill Texas 76140,32.66108,-97.273409,I-20 - Forest Hill
Forest Hills New York 11375,40.710614,-73.851775,Forest Hills (B-N)
Forest Hills New York 11375,40.716589,-73.847045,Continental Avenue
Forest Hills New York 11375,40.728463,-73.849204,67th - Queens Blvd
Forest Lake Minnesota 550259373,40.621567,-122.400589,Forest Lake
Forest Park Illinois 60130,41.86906,-87.815674,Forest Park-Madison - Elgin
Forestville Maryland 20747,38.860844,-76.881636,PennMar
Forked River New Jersey 08731,39.859545,-74.206719,Forked River Travel Plaza-Gdn St. P
Fort Bragg California 95437,39.444708,-123.755005,Main - Walnut Street - Fort Bragg
Fort Collins Colorado 80521,40.58523,-105.109479,Safeway-Fort Collins #2913
Fort Collins Colorado 80524,40.605647,-105.043943,College Avenue - Laurel -Ft Collins
Fort Collins Colorado 80524,40.605647,-105.043943,Safeway-Fort Collins #1071
Fort Collins Colorado 80525,40.52932,-105.054119,King Soopers-Fort Collins #97
Fort Collins Colorado 80525,40.52932,-105.054119,Safeway-Fort Collins #1552
Fort Collins Colorado 80525,40.537474,-105.073759,Harmony - JFK
Fort Collins Colorado 80525,40.537725,-105.001144,College - Horsetooth
Fort Collins Colorado 80526,40.504654,-105.153444,Northern Hotel
Fort Collins Colorado 80526,40.53919,-105.110499,Drake - Shields - Ft. Collins
Fort Collins Colorado 80526,40.55273,-105.122514,Drake - Shields Relocation
Fort Collins Colorado 80528,40.501821,-105.009569,Harmony - Timberline-Fort Collins
Fort Gordon Georgia 30905,33.398926,-82.122752,Dwight Eisenhower Hospital Lobby
Fort Lauderdale Florida 33301,26.12126,-80.131334,SEC Broward - Federal
Fort Lauderdale Florida 33304,26.140539,-80.114765,Sunrise - Bayview
Fort Lauderdale Florida 33305,26.14898,-80.120063,1615 N. Federal Hwy
Fort Lauderdale Florida 33351,26.18003,-80.27386,Super Target Lauderhill ST-1778
Fort Lee New Jersey 07024,40.848791,-73.975482,Fort Lee
Fort Lee New Jersey 07024,40.848791,-73.975482,Fort Lee #2
Fort Lewis Washington 984335000,38.657261,-87.131607,Welcome Center- Waller Hall
Fort Lupton Colorado 80621,40.090108,-104.801787,Safeway-Fort Lupton #1045
Fort Mill South Carolina 29708,35.032976,-81.03093,Baxter Town Center
Fort Myers Florida 33913,26.552824,-81.744793,RSW - Ft Myers Main Term  Pre Sec
Fort Myers Florida 33913,26.552824,-81.744793,RSW - Ft Myers Pier B
Fort Myers Florida 33913,26.552824,-81.744793,RSW - Ft Myers Pier D
Fort Myers Florida 33913,26.552824,-81.744793,Super Target Ft Myers ST-2059
Fort Pierce Florida 34945,27.42373,-80.437856,Ft. Pierce Travel Plaza
Fort Smith Arkansas 72903,35.32887,-94.394768,I-540 - Rogers Ave
Fort Washington Maryland 20744,38.727816,-77.004984,Safeway-Fort Washington #1882
Fort Wayne Indiana 46804,41.07468,-85.228197,Jefferson - I-69  Ft. Wayne
Fort Wayne Indiana 46804,41.075525,-85.099064,Jefferson Pointe - Ft. Wayne
Fort Wayne Indiana 46805,41.09871,-85.118079,Glenbrook Square Mall
Fort Wayne Indiana 46805,41.116275,-85.121451,State - Coliseum
Fort Wayne Indiana 46815,41.10675,-85.060553,Meijers-Fort Wayne #138
Fort Wayne Indiana 46818,41.219795,-85.17194,Lima - Dupont
Fort Wayne Indiana 46835,41.14064,-85.057199,Target Fort Wayne T-1933
Fort Worth Texas 76102,32.74863,-97.329249,RadioShack Corporate HQ
Fort Worth Texas 76107,32.72925,-97.407049,Hulen - Donnelly
Fort Worth Texas 76107,32.738092,-97.410522,University Village (B-N)
Fort Worth Texas 76109,32.676441,-97.38341,I-20 - Hulen
Fort Worth Texas 76109,32.695876,-97.374823,Hulen - Bellaire (Ft Worth)
Fort Worth Texas 76109,32.70262,-97.375837,Albertsons-Fort Worth #4170
Fort Worth Texas 76109,32.70262,-97.375837,Albertsons-Ft Worth #4285
Fort Worth Texas 76116,32.721673,-97.433264,Camp Bowie
Fort Worth Texas 76132,32.672525,-97.412239,Albertsons-Fort Worth #4124
Fort Worth Texas 76132,32.672525,-97.412239,Super Target Ft Worth ST-1770
Fort Worth Texas 76132,32.67791,-97.395264,Hulen Mall  Fort Worth
Fort Worth Texas 76132,32.688995,-97.412239,Bryant Irvin - Overton
Fort Worth Texas 76137,32.84262,-97.290457,Beach - Western
Fort Worth Texas 76155,32.82342,-97.055669,Amer. Airlines CP-4 Lobby Esp Cart
Fort Worth Texas 76155,32.82342,-97.055669,Amer. Airlines Flght Academy Lobby
Foster City California 94404,37.55351,-122.268171,Foster City - Marlin Cove - Foster
Foster City California 94404,37.560956,-122.268572,Foster City
Fountain Colorado 80911,38.749373,-104.723662,Safeway-Fountain #1975
Fountain Hills Arizona 85268,33.593015,-111.727864,Safeway - Fountain Hills #1291
Fountain Hills Arizona 852683708,33.593029,-111.727867,Fountain Hills
Fountain Valley California 92708,33.7031,-117.971629,Magnolia - Warner  Fountain Valley
Fountain Valley California 92708,33.71032,-117.953679,Albertsons-Fountain Valley #6157
Fountain Valley California 92708,33.71032,-117.953679,Newhope - Southpark  Fountain Valle
Fountain Valley California 92708,33.73226,-117.954604,Brookhurst - Edinger
Fountain Valley California 927086707,33.709671,-117.954323,Brookhurst - Ellis  Fountain Valley
Fox Lake Illinois 60020,42.39985,-88.176509,Dominick's-Fox Lake #1958
Fox Point Wisconsin 53217,43.14763,-87.908829,Fox Pt-Brown Deer - Port Washington
Fox River Grove Illinois 60021,42.193919,-88.219851,Dominick's-Fox River Grove #1720
Framingham Massachusetts 01701,42.32884,-71.440079,Framingham (B-N)
Framingham Massachusetts 01701,42.32884,-71.440079,Wild Harvest Framingham
Frankfort Illinois 60423,41.502545,-87.85058,Frankfort
Frankfort Kentucky 40601,38.09901,-84.919134,US 127 - Frankfort
Franklin Indiana 46131,39.51347,-86.072603,US 31 - Commerce
Franklin Square New York 11010,40.70791,-73.680043,Franklin Avenue  Franklin Square
Franklin Tennessee 37064,35.90615,-86.883789,Target Franklin T-1963
Franklin Tennessee 37064,35.92425,-86.870934,Five Points
Franklin Tennessee 37064,35.92425,-86.870934,S Royal Oaks  Murfreesboro
Franklin Tennessee 37064,35.92425,-86.870934,Thoroughbred Village
Fraser Colorado 80442,39.949112,-105.812112,Safeway-Fraser #1568
Frederick Maryland 21701,39.405824,-77.389998,Monocacy
Frederick Maryland 21701,39.423889,-77.41806,Hood College
Frederick Maryland 21701,39.505978,-77.398665,Frederick
Frederick Maryland 21703,39.380163,-77.41201,Westview
Fredericksburg Virginia 22401,38.296885,-77.458499,Fredericksburg
Fredericksburg Virginia 22401,38.29791,-77.517082,Central Park
Fredericksburg Virginia 22401,38.298149,-77.480322,Target Fredericksburg T-772
Fredericksburg Virginia 22401,38.30089,-77.459144,Westwood S.C.
Fredericksburg Virginia 22407,38.21312,-77.507564,Route 1  Fredericksburg
Fredericton New Brunswick E3C 1A2,45.890845,-66.684909,Chapters-Regent Mall
Freedom California 95019,36.936318,-121.779266,Freedom - Airport - Watsonville
Freehold New Jersey 07728,40.21941,-74.259104,Freehold (B-N)
Freehold New Jersey 07728,40.26448,-74.264394,Route 537 Freehold
Freehold New Jersey 07728,40.282475,-74.253979,ACME-Freehold #7960
Freeport Maine 04032,43.855515,-70.105892,Freeport-Main Street
Fremont California 94538,37.51333,-121.951824,Safeway-Fremont #309
Fremont California 94538,37.524015,-121.990585,Auto Mall - I-880 - Fremont
Fremont California 94538,37.52879,-121.969231,Fremont Plaza - B-N
Fremont California 94538,37.550923,-121.982173,Auto Mall Pkwy - Fremont - Fremont
Fremont California 94538,37.550923,-121.982173,Boscell - Auto Mall Pkwy - Fremont
Fremont California 94538,37.550923,-121.982173,Fremont - Nicolete - Fremont
Fremont California 945381340,37.535568,-121.996368,Mowry - Blacow
Fremont California 94539,37.492945,-121.931214,Warm Springs Plaza - Fremont
Fremont California 94539,37.514921,-121.927549,Safeway-Fremont #1931
Fremont California 945395831,37.527512,-121.92041,Mission - Cedar - Fremont
Fremont Nebraska 68025,41.44061,-96.497329,Hy Vee Foods-Fremont NE
Fresh Meadows New York 11365,40.733497,-73.794612,Fresh Meadows
Fresno California 93650,36.84043,-119.799584,Shaw - Hwy 41  Fresno
Fresno California 93703,36.768185,-119.772634,First - Shields  Fresno
Fresno California 93704,36.740615,-119.785679,Fig Garden Village
Fresno California 93704,36.80752,-119.808369,Palm - Herndon  Fresno
Fresno California 93704,36.808345,-119.805864,Shaw - Woodrow  Fresno
Fresno California 937052026,36.828129,-119.843933,Ashlan - West  Fresno
Fresno California 93710,36.82313,-119.764059,Albertsons - Fresno #7278
Fresno California 93710,36.82313,-119.764059,Fresno Fashion Fair Mall
Fresno California 93711,36.82271,-119.841904,Bullard - West  Fresno
Fresno California 93711,36.829975,-119.831949,Herndon - Marks- Fresno
Fresno California 93711,36.829975,-119.831949,Shaw - Feland - Fresno
Fresno California 93720,36.86713,-119.756874,Shops  Riverpark - Fresno
Fresno California 93720,36.879055,-119.756699,Cedar - Shepherd  Fresno
Fresno California 937200660,36.872959,-119.776863,Fort Washington - Friant  Fresno
Fresno California 937204300,36.754753,-119.78167,Target North Fresno T-911
Fresno California 937205474,36.866356,-119.7705,Sommerville - Perrin  Fresno
Fresno California 93721,36.73299,-119.791384,Tulare - First  Fresno
Fresno California 93721,36.733092,-119.783766,Kern - N Street - Fresno
Fresno California 93721,36.743305,-119.781204,Divisadero - U Street  Fresno
Fresno California 937222132,36.757778,-119.87574,Herndon - Milburn  Fresno
Fresno California 937223226,36.740269,-119.786102,Fig Garden  Bullard - Fresno
Fresno California 93726,36.794253,-119.766258,Ashlan - Cedar  Fresno
Fresno California 93726,36.8009,-119.785135,Shields - Hwy 41  Fresno
Fresno California 93727,36.750358,-119.696929,Vons-Fresno #1754
Fresno California 93727,36.753934,-119.731046,Clovis - Kings Canyon - Fresno
Fresno California 937278509,36.740269,-119.786102,Peach - McKinley  Fresno
Fresno California 93728,36.75747,-119.812531,741 E. Olive Avenue - Fresno
Friendswood Texas 77546,29.485416,-95.170363,Kroger-Friendswood #744
Friendswood Texas 77546,29.49084,-95.167399,FM 518 - FM 528
Friendswood Texas 77546,29.51334,-95.222698,Bay Area - FM 528
Friendswood Texas 77546,29.53922,-95.148099,Baybrook Mall
Frisco Colorado 80443,39.569461,-106.099434,Safeway-Frisco #836
Frisco Colorado 80443,39.575247,-106.102371,Intrawest-Copper Resort Entrance
Frisco Colorado 804431728,39.584728,-106.094421,710 Summit Blvd. - Frisco  CO
Frisco Texas 75034,33.113855,-96.806154,Preston - Stonebrook
Frisco Texas 75034,33.113855,-96.806154,Preston - Warren Pkwy.
Frisco Texas 75034,33.11658,-96.840412,Lebanon - Legacy
Frisco Texas 75034,33.121235,-96.872304,Teel - Main St.
Frisco Texas 75034,33.14125,-96.848387,Super Target Frisco ST-1763
Frisco Texas 75034,33.150495,-96.834639,Stonebriar Mall (In-Line)
Frisco Texas 75034,33.150495,-96.834639,Stonebriar Mall (Kiosk
Ft Lauderdale Florida 33316,26.10213,-80.142044,Broward General Medical Ctr
Ft Lauderdale Florida 33316,26.105981,-80.118021,Harbor Beach Marriott
Ft Myers Florida 33907,26.556937,-81.882371,College - Winkler
Ft Myers Florida 33912,26.53057,-81.834659,Super Target Ft Myers ST-818
Ft Worth Texas 76107,32.738092,-97.410522,Super Target Ft Worth ST-2042
Ft. Wayne Indiana 46818,41.219795,-85.17194,Lima - Ludwig
Ft. Worth Texas 76101,32.6899,-97.373034,Trail Lake
Ft. Worth Texas 76101,32.78181,-97.558849,White Settlement - 820
Ft. Worth Texas 76102,32.758343,-97.32489,Houston - 3rd
Ft. Worth Texas 76107,32.74043,-97.382484,Camp Bowie - Hulen
Ft. Worth Texas 76131,32.88599,-97.317119,I-35 - Western Center
Ft.Lauderdale Florida 33309,26.118475,-80.14106,350 Las Olas
Fullerton California 92631,33.870325,-117.929104,Yorba Linda - Bradford  Fullerton
Fullerton California 92632,33.870325,-117.929104,Albertsons-Fullerton #6117
Fullerton California 92632,33.870325,-117.929104,Harbor - Chapman  Fullerton
Fullerton California 92635,33.870325,-117.929104,Rosecrans - Euclid - Fullerton
Fullerton California 92832,33.870325,-117.929104,State College - Chapman - Fullerton
Fullerton California 928323028,33.870338,-117.9291,Harbor - Orangethorpe  Fullerton-BB
Fullerton California 92833,33.870205,-117.968214,Gilbert - Malvern  Fullerton
Fullerton California 92833,33.877243,-117.962628,Albertsons - Fullerton #6165
Fullerton California 928334405,33.844398,-117.957802,Orangethorpe - Brookhurst Fullerton
Fullerton California 92835,33.90229,-117.910459,Albertsons-Fullerton #6119
Fullerton California 92835,33.91071,-117.880509,Imperial - Harbor  Fullerton
Gahanna Ohio 43230,39.991983,-82.845573,Kroger-Gahanna #871
Gainesville Florida 32601,29.663495,-82.321684,University - 13th Ave.
Gainesville Florida 32602,29.65195,-82.323184,Union Street Station
Gainesville Florida 32605,29.659442,-82.414882,6707 Newberry Rd
Gainesville Florida 32606,29.73316,-82.381054,Magnolia Park
Gainesville Florida 32607,29.65323,-82.383459,39th and Newberry
Gainesville Florida 32608,29.625291,-82.374109,3443 Archer Rd
Gainesville Georgia 30504,34.26433,-83.885659,Dawsonville Hwy - Gainesville
Gainesville Texas 76240,33.619965,-97.150448,I-35 - California
Gainesville Virginia 20155,38.800373,-77.616865,Super Target-Gainesville ST-1873
Gaithersburg Maryland 20850,39.081665,-77.15124,Washingtonian Waterfront
Gaithersburg Maryland 20877,39.139866,-77.193829,Lakeforest Mall
Gaithersburg Maryland 20877,39.139866,-77.193829,The Great Indoors - Gaithersburg
Gaithersburg Maryland 20878,39.110688,-77.273153,First Field Shopping Center
Gaithersburg Maryland 20878,39.110688,-77.273153,Potomac Valley
Gaithersburg Maryland 20878,39.11486,-77.238489,Safeway-Gaithersburg #1089
Gaithersburg Maryland 20878,39.122935,-77.233788,Kentlands
Gaithersburg Maryland 20878,39.125646,-77.2126,Muddy Branch
Gaithersburg Maryland 20879,39.162225,-77.174314,Flower Hill
Gaithersburg Maryland 20879,39.169943,-77.186529,Safeway-Gaithersburg #1620
Galveston Texas 77546,29.53001,-95.200234,UTMB Moody Medical Library
Galveston Texas 77550,29.292895,-94.788189,Harborside - 22nd St
Galveston Texas 77551,29.279873,-94.828393,Randalls-Galveston #1031
Gambrills Maryland 21054,39.070272,-76.67997,Safeway-Gambrills #1596
Garden City Kansas 67846,38.010073,-100.819509,Target Garden City T-906
Garden City New York 11530,40.72605,-73.636909,Roosevelt Field Kiosk
Garden City New York 11530,40.72605,-73.636909,Village of Garden City
Garden Grove California 92840,33.77607,-117.936794,Hyatt Regency Orange County
Garden Grove California 92840,33.78681,-117.933519,Anaheim Marriott Suites -Lobby
Garden Grove California 92840,33.78681,-117.933519,Euclid - Chapman  Garden Grove
Garden Grove California 928406514,33.774227,-117.936768,Haster - Garden Grove Blvd.  Garden
Garden Grove California 928434013,33.773472,-117.977211,Harbor - Westminster  Garden Grove
Garden Grove California 92845,33.773875,-118.015159,Vons-Garden Grove #2041
Gardena California 90247,33.88541,-118.318754,Redondo Beach - Normandie (UCO)
Gardena California 90247,33.892314,-118.297169,Albertsons-Gardena-#6108
Gardena California 902483220,33.883759,-118.307503,Artesia - Western  Gardena (UCO)
Gardnerville Nevada 89410,38.704975,-119.552182,Hwy 395 - Waterloo - Gardnerville
Garland Texas 75040,32.913865,-96.636554,Firewheel Town Center
Garland Texas 75040,32.924855,-96.625269,Super Target Garland ST-1489
Garland Texas 75040,32.929521,-96.626232,Hwy 78 - 190
Garland Texas 75041,32.864055,-96.647579,Northwest Hwy. - Centerville Rd.
Garland Texas 75043,32.84278,-96.589164,I-30 - Broadway
Garland Texas 75044,32.959527,-96.66373,Shiloh - Arapaho
Garland Texas 75044,32.970862,-96.648493,Hwy. 190 - N. Garland
Garrisonville Virginia 22554,38.422885,-77.408174,Stafford Marketplace
Geneseo New York 14454,42.740382,-77.756932,Geneseo
Geneva Illinois 60134,41.88701,-88.305225,Geneva Commons
Geneva Illinois 60134,41.895321,-88.267144,Geneva
Geneva Illinois 601344610,41.888546,-88.340248,Randall Rd. - Geneva
Georgetown Texas 78626,30.639899,-97.651603,Austin Ave - Williams Dr
Georgetown Texas 78628,30.683839,-97.71948,Target Georgetown T-1982
Germantown Maryland 20874,39.162089,-77.28314,Safeway-Germantown #1579
Germantown Maryland 20874,39.182185,-77.27004,Germantown Town Center
Germantown Maryland 20876,39.19313,-77.242988,Target Germantown T-1046
Germantown Maryland 20876,39.208035,-77.248168,Milestone
Germantown Tennessee 38138,35.066305,-89.812529,Germantown - Poplar
Germantown Tennessee 38138,35.088471,-89.802925,Target Germantown T-682
Germantown Tennessee 38138,35.096515,-89.807119,Poplar  Forest Hill
Germantown Tennessee 38138,35.09917,-89.839207,Kirby - Quince
